
int	   end	   flow		cost
3210	3208	395.220335	0.675497;	
3210	12570	6367.102127	2.367707;	
3210	12613	2801.132197	1.460330;	
3211	3213	1997.031495	0.975924;	
3211	11144	1611.428435	1.387874;	
3211	11145	358.379656	0.991176;	
3211	11151	32.780748	1.867507;	
3212	8312	617.915256	1.759447;	
3212	8320	108.636918	1.207516;	
3212	8835	145.936165	2.250864;	
3213	3211	1704.292963	0.805609;	
3213	4552	3436.126523	0.765824;	
3213	12637	2279.061613	1.865431;	
3214	8277	1768.129794	0.090457;	
3214	9688	797.532736	0.350451;	
3214	11356	761.018112	0.377695;	
3215	3083	82.965366	1.305022;	
3215	3086	27.599303	1.450004;	
3216	3032	1465.624823	0.874338;	
3216	3087	0.414432	1.192500;	
3216	4641	0.000000	1.732500;	
3216	11229	1905.722386	1.261708;	
3217	5151	620.162993	1.310280;	
3217	8220	1679.000093	2.678869;	
3217	8251	252.029357	1.856826;	
3217	8829	599.129678	1.451065;	
3218	7225	204.888935	0.114074;	
3218	8261	62.182779	0.247500;	
3218	8287	291.207036	1.706518;	
3219	8833	317.318747	0.849135;	
3219	8834	390.923154	1.566761;	
3220	8297	488.637637	1.320799;	
3220	8298	686.863385	0.186634;	
3220	11357	581.393485	0.072389;	
3220	11360	763.473308	2.004693;	
3221	3089	72.727326	0.962510;	
3221	3116	130.189154	3.167327;	
3221	7061	56.842013	6.333024;	
3222	2213	9731.784543	0.378141;	
3223	8632	65.342574	1.696032;	
3223	9288	30.305561	1.225002;	
3224	8685	915.037629	0.149275;	
3224	8698	0.000000	2.452500;	
3224	9743	1198.102200	0.522693;	
3225	8492	177.321039	0.614374;	
3225	8496	364.903744	1.282332;	
3225	11241	125.872027	0.503540;	
3226	4541	1134.586063	1.503853;	
3226	11122	1097.532600	2.786958;	
3226	11128	1331.611616	0.154732;	
3227	8560	278.442920	0.132506;	
3227	8561	740.011243	1.780414;	
3227	8820	3.392394	1.590000;	
3228	1168	265.410000	0.125000;	
3228	3229	608.473336	0.389072;	
3228	8346	521.795704	1.190086;	
3228	8370	54.591695	0.491502;	
3229	3228	556.789708	0.384418;	
3229	8369	1781.209789	0.203945;	
3229	8370	733.664981	0.176516;	
3230	3231	1009.942231	0.649648;	
3230	7220	1044.113703	1.674479;	
3230	8367	33.747108	0.265003;	
3230	8368	545.076453	0.473279;	
3231	3230	901.388436	0.660282;	
3231	3232	416.472281	0.491781;	
3231	7219	1.767961	1.166000;	
3231	11321	592.483155	0.358178;	
3232	3231	380.156243	0.491533;	
3232	8365	1032.234887	0.629531;	
3232	8821	430.445789	0.255956;	
3233	7172	119.482018	0.132500;	
3233	8502	127.663990	0.768501;	
3233	8504	0.005058	0.450500;	
3234	6584	158.909882	1.327526;	
3234	8653	106.979135	1.785086;	
3234	8657	9.002469	0.752500;	
3234	8664	565.898257	1.015632;	
3235	3078	117.392166	1.450097;	
3235	3236	0.822490	1.295000;	
3235	3265	226.755703	3.628384;	
3235	6837	357.387538	1.458353;	
3236	3235	0.000000	1.295000;	
3236	3237	0.000000	0.455000;	
3236	3251	0.822490	1.812500;	
3237	3079	0.650000	1.493500;	
3237	3236	0.000000	0.455000;	
3237	3238	0.003719	1.552000;	
3238	3081	2.965883	1.479000;	
3238	3237	0.650000	1.552000;	
3238	3239	0.000000	0.910000;	
3238	11491	9.734042	1.493500;	
3239	3082	10.600017	1.464500;	
3239	3238	0.000000	0.910000;	
3239	3240	103.761556	2.175026;	
3240	3239	10.600017	2.175000;	
3240	3241	33.908257	0.875000;	
3240	11492	136.158747	1.450176;	
3241	3072	9.530207	2.436000;	
3241	3240	32.397191	0.875002;	
3241	3242	24.378050	0.840001;	
3242	3073	236.156776	1.363387;	
3242	3241	23.307191	0.840000;	
3242	3243	21.864642	1.615001;	
3242	3255	458.503456	1.470406;	
3243	3069	1.739948	1.812500;	
3243	3242	7.398483	1.615000;	
3243	3244	23.594642	2.175000;	
3243	3256	17.345517	1.450000;	
3244	3243	10.988483	2.175000;	
3244	3258	0.000000	1.450000;	
3244	7280	23.594642	1.330001;	
3245	2235	4445.528923	1.401387;	
3245	3386	1650.930475	1.251296;	
3246	2442	5715.002244	1.578506;	
3247	3064	6.802078	2.479500;	
3247	3248	23.585706	1.583001;	
3247	7280	34.802617	1.267006;	
3248	3063	25.093620	2.392500;	
3248	3247	5.639056	1.583000;	
3248	3249	96.939065	0.297546;	
3249	3248	28.994945	0.297500;	
3249	3250	106.287750	1.251038;	
3249	3260	412.625219	1.645442;	
3250	3249	343.173185	1.280461;	
3250	6627	16.250814	1.552000;	
3250	9662	97.295656	2.175113;	
3250	11476	8.712962	2.030000;	
3251	3236	0.000000	1.812500;	
3251	3266	12.472198	1.783500;	
3251	11491	1.140000	1.450000;	
3252	3967	9172.363070	2.497149;	
3253	3268	4.538306	1.870500;	
3253	11491	6.032463	0.875000;	
3253	11492	20.922608	2.131500;	
3254	1905	479.356162	0.192560;	
3254	3259	1397.485993	0.476680;	
3254	3261	159.336758	0.437503;	
3255	3242	235.269857	1.465080;	
3255	3256	124.814051	1.465791;	
3255	3270	770.287693	2.122357;	
3256	3243	3.469948	1.450000;	
3256	3255	317.464292	1.491796;	
3256	3257	119.241992	1.798159;	
3256	3281	13.107576	0.875000;	
3257	3256	310.204292	1.871139;	
3257	3258	119.241992	0.437540;	
3257	3282	0.000000	1.312500;	
3258	3244	1.759427	1.450000;	
3258	3257	310.204292	0.439334;	
3258	11475	119.241992	1.668981;	
3259	5140	2753.948683	1.080064;	
3260	3249	107.795663	1.638523;	
3260	3285	248.765259	1.474155;	
3260	11475	331.170362	2.091470;	
3260	11476	139.478635	1.235873;	
3261	3254	1282.666793	0.452004;	
3261	11589	621.995520	0.140627;	
3262	3263	129.836748	0.122513;	
3262	3264	56.392462	0.175007;	
3262	11476	151.056347	1.584539;	
3263	3262	116.182845	0.122508;	
3263	3264	177.592952	0.105393;	
3263	6628	276.673063	1.061693;	
3264	3262	34.873502	0.175000;	
3264	3263	146.836315	0.105018;	
3264	3279	186.981181	2.190445;	
3264	3460	49.734233	1.812504;	
3265	3235	31.634893	3.625001;	
3265	3266	63.098595	1.885011;	
3265	3306	467.404658	2.743960;	
3266	3251	1.140000	1.783500;	
3266	3265	240.648955	1.887232;	
3266	3267	62.781085	1.595009;	
3267	3266	228.999248	1.596549;	
3267	3268	67.087996	1.032508;	
3267	11493	9.896317	3.088500;	
3268	3253	1.098915	1.870500;	
3268	3267	238.073075	1.033713;	
3268	3269	65.989081	2.030014;	
3269	3268	233.534768	2.032132;	
3269	3270	238.304988	1.496319;	
3269	11492	38.592433	1.464501;	
3270	3255	354.403853	2.032922;	
3270	3269	245.081142	1.480884;	
3270	3271	338.560971	1.519175;	
3270	9606	403.694964	2.995252;	
3271	3270	136.675502	1.451837;	
3271	3272	349.967915	1.530565;	
3271	3281	0.919948	1.305000;	
3271	3289	1.700633	2.334500;	
3272	3271	137.545450	1.524479;	
3272	3283	0.000000	1.363000;	
3272	11477	349.967915	0.985377;	
3273	3261	761.259055	0.431830;	
3273	5131	809.601534	2.115906;	
3274	3275	41.949135	1.312501;	
3274	3283	0.000000	1.798000;	
3274	11477	10.942410	0.875000;	
3275	3274	10.942410	1.312500;	
3275	3276	52.176058	0.437501;	
3275	3284	49.410513	1.312514;	
3276	3275	9.892320	0.437500;	
3276	3287	50.966058	1.120002;	
3276	11478	1.210000	2.537500;	
3277	3974	9326.486750	6.073837;	
3278	3279	176.542904	1.313077;	
3278	3294	167.758197	2.163640;	
3278	11478	24.350437	1.450000;	
3279	3264	148.446315	2.193361;	
3279	3278	191.398634	1.313297;	
3279	3280	36.364818	0.437502;	
3280	3279	12.685683	0.437500;	
3280	3295	19.197085	2.175001;	
3280	11457	41.348895	1.450000;	
3281	3256	0.919948	0.875000;	
3281	3271	13.107576	1.305000;	
3281	3282	0.000000	1.450000;	
3282	3257	0.000000	1.312500;	
3282	3281	0.000000	1.450000;	
3282	3283	0.000000	0.875000;	
3283	3272	0.000000	1.363000;	
3283	3274	0.000000	1.798000;	
3283	3282	0.000000	0.875000;	
3284	3275	60.687527	1.312506;	
3284	3285	0.000000	2.276500;	
3284	11475	49.410513	1.450001;	
3285	3260	47.082367	1.472522;	
3285	3284	0.000000	2.276500;	
3285	11478	248.765259	0.876226;	
3286	3287	107.150293	1.508087;	
3286	3290	458.657756	0.987674;	
3286	11477	169.271268	0.402609;	
3287	2973	106.742555	1.050468;	
3287	3276	8.671378	1.120000;	
3287	3286	60.640749	1.508009;	
3287	3288	132.641159	2.262247;	
3288	3287	116.417245	2.262147;	
3288	3292	165.045687	1.362363;	
3288	11478	152.545974	1.260250;	
3289	3271	0.050000	2.334500;	
3289	3290	265.894355	2.176405;	
3289	10288	411.097441	0.732810;	
3290	2973	242.143388	1.436138;	
3290	3286	276.421561	0.859153;	
3290	3289	409.396808	2.178009;	
3290	3305	494.066687	1.450900;	
3291	2973	494.798617	1.884989;	
3291	3292	267.147813	0.350532;	
3291	3298	3.109166	0.875000;	
3292	3288	19.904815	1.362000;	
3292	3291	497.907784	0.382526;	
3292	3293	428.894924	0.423094;	
3293	3292	514.514023	0.410925;	
3293	3294	133.228712	1.116532;	
3293	3297	311.088899	0.877997;	
3294	3278	29.817473	2.160501;	
3294	3293	435.716628	1.120172;	
3294	3295	104.121239	1.508023;	
3295	3280	4.984076	2.175000;	
3295	3294	268.668431	1.508717;	
3295	3296	0.986143	0.857500;	
3295	3480	99.388407	1.885024;	
3296	3295	0.251244	0.857500;	
3296	3297	161.741315	2.277050;	
3296	11460	240.461605	1.930777;	
3297	3293	94.220083	0.875131;	
3297	3296	240.712849	2.279199;	
3297	3298	91.376038	1.155027;	
3297	3299	173.219807	0.875288;	
3298	3291	5.089116	0.875000;	
3298	3297	100.122057	1.155038;	
3298	3300	94.485205	0.875023;	
3299	3297	26.576506	0.875000;	
3299	3300	0.000000	1.312500;	
3299	3320	173.219807	1.450571;	
3300	3298	105.211174	0.875035;	
3300	3299	0.000000	1.312500;	
3300	3301	94.485205	1.312547;	
3301	3300	105.211174	1.312573;	
3301	3302	90.907069	0.875027;	
3301	3318	18.308324	0.927500;	
3302	2973	58.192955	1.450060;	
3302	3301	102.708075	0.875044;	
3302	3303	118.365585	0.175013;	
3302	3304	76.221412	0.472516;	
3303	3302	90.372984	0.175004;	
3303	3304	84.881146	0.297504;	
3303	3305	59.254438	1.305006;	
3304	3302	55.797858	0.472505;	
3304	3303	42.923908	0.297500;	
3304	11479	161.102559	0.791711;	
3305	3290	210.229874	1.431079;	
3305	3303	73.219077	1.305013;	
3305	3314	527.551125	0.935780;	
3306	3265	94.733488	2.523072;	
3306	3307	297.319463	1.451034;	
3306	6840	611.402836	1.490946;	
3307	3306	344.316826	1.451860;	
3307	3337	3.285976	3.306000;	
3307	11493	295.270905	1.726697;	
3308	7510	5496.995455	0.740535;	
3308	7630	2474.432472	2.161909;	
3309	3310	128.084808	1.551521;	
3309	3329	196.013013	1.160605;	
3309	11493	340.330427	1.035589;	
3310	3309	283.427095	1.552414;	
3310	3330	0.000000	2.508500;	
3310	11494	128.084808	2.660673;	
3311	3315	1301.547546	0.652231;	
3311	7941	519.258719	0.788062;	
3311	8620	491.026587	0.225128;	
3312	3333	123.675030	1.957547;	
3312	10289	347.558913	0.723254;	
3312	11494	405.021492	1.146870;	
3313	3314	16.566099	1.295000;	
3313	3322	330.942814	1.728175;	
3313	10289	299.595137	2.842074;	
3314	3305	257.678951	0.911467;	
3314	3313	30.860000	1.295000;	
3314	3316	224.927926	0.858225;	
3314	3323	352.403199	1.576558;	
3315	7939	10874.337148	0.257923;	
3316	3314	46.902028	0.857501;	
3316	3324	187.907926	1.465145;	
3316	11479	37.020000	0.665000;	
3317	3168	119.841837	0.337502;	
3317	3991	3635.164522	0.896150;	
3317	4503	3797.110847	1.983547;	
3317	12488	729.035702	0.340376;	
3318	3301	17.233287	0.927500;	
3318	3319	28.718383	0.262500;	
3318	11479	13.433385	1.440001;	
3319	3318	30.666672	0.262500;	
3319	3320	19.400919	2.320000;	
3319	3326	21.801575	1.218000;	
3320	3299	26.576506	1.450000;	
3320	3319	18.526659	2.320000;	
3320	3321	192.620727	0.875441;	
3321	3320	45.103165	0.875001;	
3321	3328	179.370044	0.717836;	
3321	3491	13.250683	3.045000;	
3322	3313	268.735137	1.725943;	
3322	3323	284.251506	0.333217;	
3322	3335	253.476445	0.493557;	
3322	3350	613.366837	1.860418;	
3323	3314	274.850823	1.569907;	
3323	3322	367.352084	0.353271;	
3323	3324	9.400683	1.032500;	
3324	3316	3.282028	1.464500;	
3324	3323	14.948885	1.032500;	
3324	3325	107.492644	0.665169;	
3324	3351	357.380552	1.458353;	
3325	3324	184.421512	0.665281;	
3325	3326	29.222918	1.085000;	
3325	11479	105.722096	1.450010;	
3326	3319	24.624125	1.218000;	
3326	3325	43.677667	1.085008;	
3326	11480	40.444925	0.437500;	
3327	3328	26.576506	1.943000;	
3327	3353	173.219807	1.278021;	
3327	11480	0.000000	3.277000;	
3328	3321	31.651026	0.717500;	
3328	3327	173.219807	1.943765;	
3328	3492	6.150236	4.147000;	
3329	3309	67.317148	1.160044;	
3329	3330	193.796415	2.190591;	
3329	11495	5.867982	2.349000;	
3330	3310	0.000000	2.508500;	
3330	3329	60.191728	2.189510;	
3330	11496	193.796415	1.107644;	
3331	2926	4595.601315	1.110512;	
3331	3361	426.802498	0.450450;	
3332	3333	52.590564	0.962516;	
3332	11494	119.160000	2.282581;	
3332	11496	142.110000	1.667696;	
3333	3312	105.476355	1.957514;	
3333	3332	0.000000	0.962500;	
3333	3334	176.265594	1.189366;	
3334	3333	105.476355	1.189015;	
3334	3335	166.112860	2.218673;	
3334	3346	292.779201	2.104078;	
3334	11496	83.311728	1.464522;	
3335	3322	301.687089	0.503924;	
3335	3334	66.152805	2.218514;	
3335	3348	187.323640	1.131142;	
3336	3337	0.480000	1.450000;	
3336	3339	1.535356	1.116500;	
3337	3307	9.110000	3.306000;	
3337	3336	1.535356	1.450000;	
3337	3340	0.000000	1.312500;	
3337	11495	2.180620	2.175000;	
3338	3357	736.850197	0.454001;	
3338	3379	5586.188556	1.511173;	
3339	3336	0.480000	1.116500;	
3339	3340	0.000000	1.450000;	
3339	3355	1.535356	1.276000;	
3340	3337	0.000000	1.312500;	
3340	3339	0.000000	1.450000;	
3340	3341	0.000000	2.320000;	
3341	3340	0.000000	2.320000;	
3341	3342	17.703195	1.957500;	
3341	11495	8.951398	1.450000;	
3342	3341	8.951398	1.957500;	
3342	3343	5.950000	1.312500;	
3342	11498	21.243195	0.997500;	
3343	3342	3.540000	1.312500;	
3343	3344	140.879948	1.015119;	
3343	11496	109.310000	1.957581;	
3344	3343	103.360000	1.015175;	
3344	3345	168.868660	1.450416;	
3344	3365	316.178533	0.877612;	
3344	11498	21.228792	1.312500;	
3345	3344	196.527377	1.450764;	
3345	3346	260.279202	0.493954;	
3345	3366	324.151462	0.860625;	
3346	3334	122.635278	2.102652;	
3346	3345	481.109900	0.498666;	
3346	3347	137.643924	1.928744;	
3347	3346	188.330699	1.932952;	
3347	3348	137.643924	0.700478;	
3347	3368	0.000000	2.856500;	
3348	3335	135.574229	1.131039;	
3348	3347	188.330699	0.700322;	
3348	3349	2.419695	0.875000;	
3349	3348	1.357059	0.875000;	
3349	3350	8.478834	0.822500;	
3349	3369	5.247020	2.900000;	
3350	2980	531.011863	0.117623;	
3350	3322	419.847938	1.834336;	
3350	3349	6.254079	0.822500;	
3350	3351	90.833807	0.087502;	
3351	2980	338.855978	0.125569;	
3351	3324	101.373989	1.450054;	
3351	3350	65.009899	0.087506;	
3351	3352	98.052223	1.928563;	
3352	3351	63.174907	1.928511;	
3352	3353	141.282535	2.276820;	
3352	11480	16.537610	2.015500;	
3353	3327	26.576506	1.277500;	
3353	3352	79.712517	2.276532;	
3353	3354	193.489064	1.943962;	
3353	3371	121.013278	1.740163;	
3354	3353	78.735145	1.943026;	
3354	3371	0.000000	2.218500;	
3354	3556	193.489064	2.060019;	
3355	3339	0.480000	1.276000;	
3355	3356	6.872921	1.595000;	
3355	3358	5.884857	1.312500;	
3356	3355	4.697440	1.595000;	
3356	3360	0.347938	1.305000;	
3356	11498	6.524982	4.016500;	
3357	3338	748.051567	0.454250;	
3357	3361	960.723192	0.090974;	
3357	10190	591.056303	3.080009;	
3358	3355	7.004982	1.312500;	
3358	3359	45.461738	1.260002;	
3358	6851	21.445890	1.085000;	
3359	3358	16.638451	1.260000;	
3359	3360	1.260822	0.892500;	
3359	3387	44.200915	2.885504;	
3360	3356	0.000000	1.305000;	
3360	3359	4.398451	0.892500;	
3360	11497	1.608760	1.583000;	
3361	3331	867.520233	0.457688;	
3361	3357	706.305318	0.090100;	
3361	10189	711.878628	1.080917;	
3362	3363	20.411114	1.155000;	
3362	3373	7.000000	1.450000;	
3362	11497	7.941242	1.599500;	
3363	3362	14.941242	1.155000;	
3363	3364	20.411114	0.210000;	
3363	3375	0.118941	0.980000;	
3364	3363	15.060183	0.210000;	
3364	3365	12.013993	1.277500;	
3364	11498	8.458387	0.752500;	
3365	3344	223.732302	0.875655;	
3365	3364	3.561287	1.277500;	
3365	3366	12.865128	1.615000;	
3365	3376	318.499799	0.830973;	
3366	3345	130.979480	0.857583;	
3366	3365	5.821287	1.615000;	
3366	3367	337.016590	0.465322;	
3367	3366	136.800768	0.455053;	
3367	3368	112.103706	1.957532;	
3367	3598	224.912884	4.441009;	
3368	3347	0.000000	2.856500;	
3368	3367	23.906941	1.957500;	
3368	11481	112.103706	1.773484;	
3369	3349	6.409139	2.900000;	
3369	3370	0.000000	1.914000;	
3369	11481	5.247020	1.377500;	
3370	2980	452.994940	2.840187;	
3370	3369	0.000000	1.914000;	
3370	3371	0.000000	2.726000;	
3370	11482	869.867841	1.635151;	
3371	3353	27.553878	1.740000;	
3371	3354	0.000000	2.218500;	
3371	3370	0.000000	2.726000;	
3371	3384	121.013278	1.450670;	
3372	3373	0.000000	1.450000;	
3372	3388	5.787646	1.450000;	
3372	11497	3.807209	1.450000;	
3373	3362	2.490000	1.450000;	
3373	3372	0.000000	1.450000;	
3373	3374	0.000000	1.435500;	
3373	3389	7.000000	1.450000;	
3374	3373	0.000000	1.435500;	
3374	3375	0.000000	1.190000;	
3374	3377	0.000000	0.297500;	
3375	3363	0.000000	0.980000;	
3375	3374	0.000000	1.190000;	
3375	3376	0.118941	0.910000;	
3376	3365	224.644703	0.805612;	
3376	3375	0.000000	0.910000;	
3376	3377	317.678585	1.306213;	
3376	3392	0.940156	2.160500;	
3377	3374	0.000000	0.297500;	
3377	3376	224.144703	1.305426;	
3377	3390	317.678585	1.858443;	
3378	3331	4154.883580	1.193218;	
3378	3381	666.186018	0.452673;	
3379	3380	604.894202	0.451817;	
3379	3401	5361.860766	1.873124;	
3380	3379	380.566413	0.450285;	
3380	3381	928.979043	0.070639;	
3380	5813	1234.427754	1.727696;	
3381	3378	482.937065	0.450738;	
3381	3380	1087.900687	0.071201;	
3381	5812	875.703105	3.587771;	
3382	3394	239.417801	0.898073;	
3382	11481	39.081057	1.870500;	
3382	11482	73.059418	0.787577;	
3383	3378	4338.132532	1.584445;	
3383	3403	468.935702	0.450656;	
3384	3371	27.553878	1.450000;	
3384	3385	190.127418	1.237788;	
3384	11482	64.524129	2.204006;	
3385	3384	73.933621	1.235064;	
3385	3396	455.437276	1.354268;	
3385	3554	311.520399	2.235148;	
3386	3397	1013.325279	0.232156;	
3386	3482	637.605196	0.775666;	
3387	3359	12.240000	2.885500;	
3387	3388	0.000000	2.375000;	
3387	3592	44.200915	1.583001;	
3388	3372	3.807209	1.450000;	
3388	3387	0.000000	2.375000;	
3388	3389	0.000000	1.583000;	
3388	3593	5.787646	1.583000;	
3389	3373	2.490000	1.450000;	
3389	3388	0.000000	1.583000;	
3389	3390	0.000000	0.070000;	
3389	3391	7.000000	0.175000;	
3390	3377	224.144703	1.856427;	
3390	3389	0.000000	0.070000;	
3390	3391	317.678585	0.175652;	
3390	3392	0.000000	2.327500;	
3391	3389	2.490000	0.175000;	
3391	3390	224.144703	0.176661;	
3391	3594	324.678585	1.310121;	
3392	3376	0.500000	2.160500;	
3392	3390	0.000000	2.327500;	
3392	3596	0.940156	1.583000;	
3393	4272	350.141713	2.191323;	
3393	4275	234.805773	1.610000;	
3393	11839	383.124144	1.952685;	
3393	11956	652.627588	1.713163;	
3394	3382	65.174618	0.892531;	
3394	3395	162.096599	1.276090;	
3394	3602	110.537811	1.464577;	
3395	3394	15.097865	1.276000;	
3395	3606	1068.262806	1.118121;	
3395	11482	499.726241	1.380842;	
3396	3385	253.563577	1.344119;	
3396	3558	1.923162	1.174500;	
3396	3611	459.213227	0.177846;	
3397	2266	4581.227529	0.723040;	
3398	3482	622.231092	0.332064;	
3398	3486	2724.581267	0.553287;	
3399	3400	356.055969	1.115664;	
3399	3423	219.410496	1.899986;	
3399	11453	67.967039	1.740002;	
3399	11455	382.523388	2.003466;	
3400	3195	66.185405	2.349016;	
3400	3399	444.871091	1.230781;	
3400	11456	290.859630	1.348623;	
3401	3403	213.345336	0.450028;	
3401	10134	5925.586469	1.958669;	
3402	11425	148.750645	1.812813;	
3402	11428	699.239577	0.330859;	
3402	11456	311.511793	1.848213;	
3403	3383	351.132955	0.450206;	
3403	3401	777.071038	0.454949;	
3403	10137	698.971266	0.105019;	
3403	10177	714.908195	1.322752;	
3404	3174	153.966978	3.074610;	
3404	3405	335.465169	1.452025;	
3404	11428	616.209825	0.780336;	
3405	3174	33.601329	2.320001;	
3405	3404	185.976462	1.450191;	
3405	11429	411.429516	1.422287;	
3406	3436	754.627409	3.194817;	
3406	7197	92.986933	1.599500;	
3406	11429	71.781631	3.263188;	
3406	11430	581.045210	0.975059;	
3407	3847	0.313513	0.832500;	
3407	8903	7.181956	0.607500;	
3407	9924	6477.905097	1.544182;	
3408	3409	0.000000	0.424000;	
3408	3412	162.960074	0.477442;	
3408	9174	0.000000	0.742000;	
3409	3408	162.960074	0.424094;	
3409	3410	253.585564	0.159207;	
3409	9180	386.128009	0.273470;	
3410	3409	549.088083	0.163561;	
3410	9181	0.000000	0.450000;	
3410	9609	253.585564	0.534488;	
3411	3259	1356.462690	2.118700;	
3412	3408	0.000000	0.477000;	
3412	6627	122.130757	2.206845;	
3412	9179	419.170736	0.146341;	
3413	9927	2728.843248	0.539125;	
3414	3415	461.625450	0.215038;	
3414	3417	424.835590	1.340981;	
3414	11454	811.880277	0.600619;	
3415	3414	588.686750	0.220035;	
3415	3416	455.729948	0.161164;	
3415	9180	5.895503	0.225000;	
3416	3415	556.220224	0.163803;	
3416	3418	457.417885	1.413065;	
3416	9181	5.517263	0.112500;	
3417	3414	260.326310	1.306856;	
3417	3418	0.018822	2.025000;	
3417	3461	424.879357	1.072747;	
3418	3416	456.377162	1.412897;	
3418	3417	0.043768	2.025000;	
3418	3419	38.199840	0.562510;	
3418	3420	419.236868	0.487627;	
3419	3418	32.280117	0.562500;	
3419	3420	510.139611	0.314084;	
3419	7207	40.238827	0.424001;	
3419	9608	264.234126	0.550792;	
3420	3418	424.140813	0.396868;	
3420	3419	262.738134	0.314006;	
3420	3446	488.685745	1.352656;	
3420	9607	440.690734	1.114478;	
3421	3423	435.450839	2.706903;	
3421	7206	694.947497	1.189851;	
3421	11455	631.699938	0.217136;	
3422	2910	1621.555653	1.892618;	
3422	3433	293.566181	0.540121;	
3422	3435	1616.507547	0.493052;	
3423	3399	83.765072	1.899515;	
3423	3421	390.021294	2.703374;	
3423	3424	654.861335	0.798181;	
3424	3423	473.786366	0.819176;	
3424	3425	72.624268	0.962547;	
3424	3429	629.308289	0.826077;	
3425	3424	89.064968	0.962520;	
3425	3426	76.509406	1.116504;	
3425	11456	8.177997	1.885000;	
3426	3425	73.758018	1.116503;	
3426	3427	325.557785	0.232357;	
3426	3431	594.756743	1.372567;	
3427	3426	657.286426	0.308198;	
3427	3428	153.122370	2.596004;	
3427	11428	293.761429	1.726917;	
3428	3427	98.926194	2.595527;	
3428	11429	485.580770	1.963603;	
3428	11431	598.652479	1.620850;	
3429	3424	431.792620	0.654930;	
3429	3430	198.527604	1.392238;	
3429	11459	444.210792	1.028400;	
3430	3429	171.482717	1.392133;	
3430	3431	274.993360	0.263049;	
3430	3453	264.510789	2.640425;	
3431	3426	260.276713	1.323947;	
3431	3430	435.993506	0.280527;	
3431	3432	528.754231	1.105482;	
3432	3431	355.274347	0.968108;	
3432	3454	461.818593	2.375358;	
3432	11431	218.139682	2.001500;	
3433	2488	2048.284554	1.302234;	
3433	3422	136.547238	0.540006;	
3433	3450	1212.311236	0.324995;	
3434	3457	676.690631	1.413199;	
3434	11431	567.284107	1.158468;	
3434	11432	315.638229	2.540278;	
3435	3422	1485.008414	0.482101;	
3435	3450	356.387391	0.315153;	
3435	6383	2172.767892	0.393613;	
3436	3406	535.745585	3.136035;	
3436	3437	0.227624	1.798000;	
3436	11432	754.627409	1.330131;	
3437	3436	0.009137	1.798000;	
3437	3438	294.261992	0.354987;	
3437	3440	471.957747	0.890878;	
3438	3437	471.730123	0.382939;	
3438	3439	213.573858	2.088609;	
3438	11430	294.923830	2.700244;	
3439	3438	0.661838	2.088000;	
3439	3440	0.008791	1.225000;	
3439	3565	347.328310	2.011284;	
3440	3437	294.271129	0.887470;	
3440	3439	133.754453	1.225745;	
3440	3441	471.749691	0.478680;	
3441	3440	427.808735	0.442860;	
3441	3442	214.878910	1.899947;	
3441	11433	616.999790	0.892798;	
3442	3441	279.098392	1.900771;	
3442	3443	715.384371	1.221526;	
3442	11432	677.836217	0.577152;	
3443	3442	547.052623	0.993493;	
3443	3444	68.837240	0.962533;	
3443	9154	656.680323	2.360904;	
3444	3443	50.031506	0.962509;	
3444	3445	226.601735	0.703508;	
3444	3457	43.930504	1.537001;	
3445	3444	83.866185	0.700066;	
3445	3456	86.869900	1.914017;	
3445	11435	304.133433	1.800446;	
3446	3420	428.023639	1.469964;	
3446	3447	488.685745	0.639509;	
3446	9607	0.000000	1.032500;	
3447	3446	428.023639	0.547938;	
3447	3448	811.157964	2.544409;	
3447	3458	224.899710	1.225011;	
3448	3447	652.923349	2.299510;	
3448	3449	595.370937	1.921277;	
3448	3466	293.516522	1.596306;	
3449	3448	550.865118	1.949941;	
3449	3468	594.580262	1.269234;	
3449	11462	368.781196	1.263883;	
3450	3433	1754.718373	0.358870;	
3450	3435	567.613529	0.315986;	
3450	11220	1568.504006	1.009597;	
3451	3453	308.689861	0.623070;	
3451	11459	293.940727	1.929970;	
3451	11462	711.563153	0.406224;	
3452	3459	269.270945	0.360057;	
3452	3462	1085.160435	0.569511;	
3452	3465	1096.816007	0.375715;	
3452	11098	2515.585702	1.730478;	
3453	3430	76.465756	2.639010;	
3453	3451	395.187538	0.640891;	
3453	3454	232.224105	0.879475;	
3454	3432	201.367093	2.363929;	
3454	3453	130.676749	0.875449;	
3454	3455	632.433226	1.483339;	
3455	3454	270.434371	1.149063;	
3455	3456	420.843081	1.467328;	
3455	3470	648.481068	1.490771;	
3456	3445	162.443040	1.914147;	
3456	3455	268.524038	1.325469;	
3456	3457	456.726373	1.431444;	
3456	9318	327.176172	1.969142;	
3457	3434	500.656877	1.146573;	
3457	3444	167.860320	1.537135;	
3457	3456	508.830310	1.439206;	
3458	3447	322.472219	1.225088;	
3458	3461	125.944103	1.648277;	
3458	9607	258.855308	0.225855;	
3458	11458	539.646341	0.414125;	
3459	3452	1186.658238	0.381531;	
3459	3462	997.565586	0.370753;	
3459	9151	4607.576798	0.657143;	
3460	3264	35.993502	1.812500;	
3460	3461	401.480562	0.094628;	
3460	11457	549.473459	2.266194;	
3460	11458	88.894285	1.551506;	
3461	3417	260.345132	0.876830;	
3461	3458	244.912621	1.665254;	
